62,-25.92,-2.30,-1.33,-1.23,-2.37,-1.44,-1.14,-1.47
63,-26.16,-2.34,-1.29,-1.27,-2.42,-1.51,-1.21,-1.52
64,-25.95,-2.37,-1.50,-1.49,-2.56,-1.68,-1.36,-1.61
65,-25.91,-2.39,-1.44,-1.41,-2.45,-1.60,-1.31,-1.60
66,-25.82,-2.38,-1.36,-1.56,-2.55,-1.67,-1.38,-1.67
67,-25.85,-2.41,-1.61,-1.59,-2.62,-1.80,-1.50,-1.75
68,-25.86,-2.42,-1.46,-1.58,-2.58,-1.82,-1.56,-1.80
69,-26.00,-2.47,-1.54,-1.58,-2.58,-1.84,-1.59,-1.86
70,-26.03,-2.48,-1.62,-1.59,-2.51,-1.80,-1.59,-1.85
71,-25.78,-2.48,-1.56,-1.65,-2.56,-1.82,-1.60,-1.87
72,-25.93,-2.50,-1.59,-1.66,-2.60,-1.89,-1.64,-1.88
73,-25.77,-2.52,-1.70,-1.68,-2.61,-1.92,-1.71,-1.93
74,-25.89,-2.48,-1.74,-1.70,-2.66,-1.98,-1.74,-1.95
75,-26.17,-2.53,-1.76,-1.82,-2.73,-2.02,-1.79,-1.98
76,-25.97,-2.59,-1.86,-1.90,-2.81,-2.10,-1.88,-2.06
77,-26.10,-2.56,-1.75,-1.79,-2.71,-2.03,-1.85,-2.06
78,-26.09,-2.61,-1.82,-1.90,-2.79,-2.08,-1.88,-2.06
79,-25.95,-2.67,-1.88,-1.92,-2.82,-2.13,-1.92,-2.10
80,-25.78,-2.72,-1.84,-1.87,-2.77,-2.12,-1.95,-2.14
81,-25.85,-2.71,-1.81,-1.90,-2.82,-2.12,-1.93,-2.11
82,-25.83,-2.75,-1.84,-1.91,-2.76,-2.12,-1.93,-2.11
83,-25.59,-2.79,-1.86,-1.93,-2.78,-2.13,-1.94,-2.12
84,-25.81,-2.82,-1.93,-1.99,-2.84,-2.19,-1.99,-2.12
85,-25.86,-2.85,-1.91,-1.99,-2.82,-2.18,-2.00,-2.15
86,-25.66,-2.91,-1.98,-2.01,-2.84,-2.20,-2.01,-2.14
87,-25.85,-2.95,-2.04,-2.06,-2.88,-2.26,-2.08,-2.22
88,-25.98,-2.99,-2.03,-2.05,-2.85,-2.22,-2.05,-2.22
89,-25.95,-3.02,-2.05,-2.10,-2.89,-2.24,-2.05,-2.23
90,-25.55,-3.04,-2.04,-2.08,-2.89,-2.27,-2.08,-2.25
91,-25.64,-3.03,-2.11,-2.13,-2.89,-2.29,-2.11,-2.27
92,-25.42,-3.05,-2.12,-2.10,-2.92,-2.31,-2.12,-2.29
93,-25.23,-3.06,-2.14,-2.09,-2.89,-2.31,-2.14,-2.30
94,-25.39,-3.07,-2.11,-2.11,-2.91,-2.31,-2.15,-2.32
95,-25.27,-3.07,-2.12,-2.12,-2.94,-2.34,-2.15,-2.32
96,-25.46,-3.09,-2.14,-2.12,-2.95,-2.34,-2.17,-2.33
97,-25.68,-3.11,-2.16,-2.14,-2.96,-2.34,-2.17,-2.33
98,-25.63,-3.10,-2.16,-2.15,-2.97,-2.36,-2.19,-2.35
99,-25.76,-3.15,-2.19,-2.19,-2.98,-2.38,-2.21,-2.36
100,-25.92,-3.20,-2.17,-2.19,-2.99,-2.38,-2.20,-2.36
101,-25.62,-3.26,-2.19,-2.19,-2.99,-2.39,-2.22,-2.38
102,-25.37,-3.30,-2.20,-2.19,-3.00,-2.39,-2.23,-2.39
103,-25.65,-3.33,-2.22,-2.20,-3.00,-2.40,-2.24,-2.40
104,-25.65,-3.36,-2.21,-2.20,-3.01,-2.41,-2.25,-2.40
105,-25.88,-3.38,-2.22,-2.22,-3.02,-2.41,-2.24,-2.39
106,-25.71,-3.42,-2.24,-2.22,-3.02,-2.43,-2.26,-2.41
107,-25.77,-3.45,-2.24,-2.22,-3.01,-2.43,-2.26,-2.42
108,-25.66,-3.47,-2.23,-2.24,-3.01,-2.44,-2.27,-2.43
109,-25.60,-3.50,-2.24,-2.25,-3.02,-2.45,-2.28,-2.43
110,-25.75,-3.53,-2.24,-2.25,-3.03,-2.46,-2.29,-2.44
111,-25.71,-3.55,-2.24,-2.26,-3.03,-2.46,-2.29,-2.44
112,-25.56,-3.55,-2.25,-2.25,-3.02,-2.45,-2.29,-2.44
113,-25.79,-3.55,-2.25,-2.25,-3.02,-2.46,-2.29,-2.44
114,-25.44,-3.57,-2.25,-2.26,-3.03,-2.47,-2.31,-2.45
115,-25.63,-3.58,-2.26,-2.26,-3.03,-2.46,-2.30,-2.45
116,-25.56,-3.59,-2.26,-2.27,-3.02,-2.46,-2.30,-2.45
117,-25.26,-3.62,-2.26,-2.27,-3.02,-2.47,-2.31,-2.45
118,-25.30,-3.64,-2.26,-2.27,-3.01,-2.47,-2.31,-2.46
119,-25.59,-3.63,-2.27,-2.28,-2.99,-2.48,-2.31,-2.46
120,-25.30,-3.63,-2.27,-2.28,-2.99,-2.48,-2.31,-2.46
121,-25.42,-3.66,-2.27,-2.29,-2.99,-2.48,-2.32,-2.47
122,-25.29,-3.70,-2.27,-2.29,-2.99,-2.48,-2.32,-2.47
123,-25.13,-3.72,-2.28,-2.29,-2.99,-2.48,-2.31,-2.47
124,-24.92,-3.72,-2.28,-2.29,-2.99,-2.48,-2.31,-2.46
125,-25.10,-3.71,-2.29,-2.29,-2.99,-2.48,-2.31,-2.46
126,-25.31,-3.75,-2.30,-2.30,-2.99,-2.48,-2.31,-2.47
127,-25.13,-3.77,-2.30,-2.31,-3.00,-2.49,-2.31,-2.47
128,-25.20,-3.80,-2.30,-2.30,-3.00,-2.49,-2.32,-2.47
129,-25.12,-3.81,-2.30,-2.30,-3.00,-2.49,-2.32,-2.47
130,-25.00,-3.82,-2.30,-2.30,-3.00,-2.49,-2.31,-2.47
131,-25.07,-3.83,-2.30,-2.30,-3.00,-2.49,-2.32,-2.48
132,-25.27,-3.84,-2.30,-2.30,-2.99,-2.49,-2.31,-2.47
133,-24.66,-3.86,-2.30,-2.30,-2.99,-2.49,-2.31,-2.47
134,-25.17,-3.86,-2.30,-2.30,-2.99,-2.49,-2.32,-2.48
135,-25.11,-3.89,-2.31,-2.30,-3.00,-2.50,-2.33,-2.48
136,-24.82,-3.92,-2.30,-2.30,-2.99,-2.50,-2.32,-2.48
137,-24.93,-3.94,-2.30,-2.31,-3.00,-2.50,-2.33,-2.48
138,-25.03,-3.94,-2.29,-2.31,-3.00,-2.50,-2.33,-2.49
139,-25.08,-3.94,-2.29,-2.30,-2.99,-2.50,-2.33,-2.48
140,-25.26,-3.96,-2.31,-2.31,-3.00,-2.51,-2.33,-2.49
141,-25.19,-3.97,-2.31,-2.31,-2.99,-2.50,-2.33,-2.49
142,-25.37,-3.97,-2.31,-2.30,-2.99,-2.50,-2.32,-2.48
143,-25.42,-3.99,-2.32,-2.31,-2.99,-2.50,-2.33,-2.49
144,-25.28,-4.01,-2.33,-2.31,-2.99,-2.50,-2.33,-2.49
145,-25.33,-4.03,-2.33,-2.32,-2.99,-2.50,-2.33,-2.49
146,-24.88,-4.04,-2.34,-2.32,-2.99,-2.50,-2.33,-2.49
147,-25.24,-4.05,-2.35,-2.31,-2.99,-2.50,-2.33,-2.49
148,-25.26,-4.06,-2.36,-2.32,-2.99,-2.51,-2.33,-2.49
149,-25.10,-4.08,-2.38,-2.32,-3.00,-2.51,-2.33,-2.49
150,-25.17,-4.10,-2.40,-2.32,-3.00,-2.51,-2.33,-2.49
151,-25.18,-4.07,-2.42,-2.32,-3.00,-2.51,-2.33,-2.49
152,-25.15,-4.08,-2.42,-2.32,-2.99,-2.50,-2.33,-2.49
153,-25.44,-4.11,-2.42,-2.32,-2.99,-2.51,-2.33,-2.49
154,-25.21,-4.15,-2.42,-2.32,-2.99,-2.51,-2.34,-2.50
155,-24.80,-4.17,-2.44,-2.33,-3.00,-2.52,-2.34,-2.50
156,-24.45,-4.17,-2.45,-2.33,-3.00,-2.52,-2.35,-2.51
157,-25.01,-4.18,-2.45,-2.33,-3.00,-2.52,-2.35,-2.50
158,-25.26,-4.20,-2.45,-2.33,-2.99,-2.52,-2.34,-2.50
159,-25.45,-4.21,-2.46,-2.33,-2.99,-2.52,-2.34,-2.50
160,-25.02,-4.23,-2.47,-2.33,-2.99,-2.51,-2.34,-2.50
161,-24.71,-4.26,-2.47,-2.33,-2.99,-2.52,-2.34,-2.50
162,-25.08,-4.28,-2.49,-2.34,-2.99,-2.53,-2.35,-2.51
163,-25.17,-4.30,-2.51,-2.34,-2.99,-2.52,-2.35,-2.51
164,-24.93,-4.32,-2.52,-2.35,-2.99,-2.52,-2.35,-2.51
165,-25.09,-4.34,-2.53,-2.37,-2.99,-2.53,-2.35,-2.51
166,-25.03,-4.35,-2.54,-2.36,-2.99,-2.52,-2.35,-2.51
167,-24.82,-4.37,-2.55,-2.37,-2.99,-2.53,-2.35,-2.51
168,-24.91,-4.38,-2.58,-2.37,-2.99,-2.53,-2.36,-2.51
169,-25.16,-4.39,-2.60,-2.37,-2.99,-2.53,-2.36,-2.52
170,-24.71,-4.41,-2.62,-2.37,-2.99,-2.53,-2.36,-2.52
171,-24.54,-4.42,-2.65,-2.38,-3.00,-2.54,-2.36,-2.52
172,-24.82,-4.43,-2.67,-2.37,-3.00,-2.54,-2.36,-2.52
173,-24.82,-4.43,-2.69,-2.37,-3.00,-2.54,-2.37,-2.52
174,-24.73,-4.45,-2.71,-2.38,-3.00,-2.54,-2.37,-2.52
175,-24.87,-4.46,-2.72,-2.37,-2.99,-2.54,-2.36,-2.52
176,-24.65,-4.48,-2.75,-2.38,-3.00,-2.54,-2.37,-2.52
177,-24.46,-4.49,-2.77,-2.38,-3.00,-2.54,-2.37,-2.52
178,-24.65,-4.50,-2.77,-2.38,-3.00,-2.54,-2.36,-2.52
179,-24.76,-4.52,-2.78,-2.38,-3.00,-2.54,-2.37,-2.53
180,-24.77,-4.53,-2.78,-2.39,-3.00,-2.54,-2.37,-2.53
181,-24.72,-4.53,-2.78,-2.38,-3.00,-2.54,-2.37,-2.53
182,-24.68,-4.54,-2.78,-2.39,-3.00,-2.55,-2.38,-2.53
183,-24.80,-4.56,-2.78,-2.40,-3.01,-2.56,-2.38,-2.54
184,-24.47,-4.57,-2.75,-2.39,-3.00,-2.55,-2.38,-2.54
185,-24.90,-4.57,-2.73,-2.39,-3.00,-2.54,-2.37,-2.53
186,-24.72,-4.59,-2.73,-2.39,-3.00,-2.54,-2.37,-2.53
187,-24.59,-4.60,-2.73,-2.39,-3.00,-2.54,-2.37,-2.53
188,-24.60,-4.61,-2.74,-2.39,-3.00,-2.54,-2.37,-2.54
189,-24.78,-4.62,-2.75,-2.39,-3.00,-2.54,-2.37,-2.53
190,-24.80,-4.63,-2.77,-2.40,-3.00,-2.54,-2.37,-2.53
191,-24.61,-4.63,-2.80,-2.40,-3.00,-2.54,-2.37,-2.54
192,-24.77,-4.65,-2.82,-2.40,-3.00,-2.55,-2.38,-2.54
193,-24.50,-4.66,-2.84,-2.40,-3.00,-2.55,-2.38,-2.54
194,-24.14,-4.68,-2.86,-2.40,-3.00,-2.55,-2.38,-2.54
195,-24.27,-4.70,-2.89,-2.40,-3.00,-2.55,-2.38,-2.54
196,-24.84,-4.71,-2.91,-2.40,-3.00,-2.55,-2.38,-2.55
197,-24.89,-4.72,-2.93,-2.40,-2.99,-2.55,-2.38,-2.54
198,-24.83,-4.73,-2.95,-2.40,-2.99,-2.55,-2.38,-2.54
199,-24.53,-4.75,-2.97,-2.40,-2.99,-2.55,-2.38,-2.55
200,-24.32,-4.76,-2.99,-2.40,-3.00,-2.56,-2.39,-2.55
201,-24.41,-4.77,-3.00,-2.40,-2.99,-2.55,-2.39,-2.55
202,-24.32,-4.77,-3.02,-2.41,-2.99,-2.56,-2.39,-2.55
203,-24.53,-4.78,-3.03,-2.40,-2.99,-2.56,-2.39,-2.56
204,-24.50,-4.79,-3.04,-2.40,-2.99,-2.56,-2.40,-2.56
205,-23.70,-4.80,-3.05,-2.40,-2.99,-2.56,-2.40,-2.56
206,-24.27,-4.82,-3.06,-2.40,-2.99,-2.56,-2.40,-2.56
207,-24.36,-4.80,-3.08,-2.41,-2.99,-2.57,-2.41,-2.57
208,-24.36,-4.80,-3.10,-2.41,-2.99,-2.58,-2.41,-2.57
209,-24.34,-4.82,-3.11,-2.42,-2.99,-2.58,-2.42,-2.58
210,-23.63,-4.83,-3.12,-2.41,-2.98,-2.58,-2.42,-2.57
211,-23.24,-4.85,-3.13,-2.42,-2.98,-2.58,-2.42,-2.58
212,-24.00,-4.86,-3.13,-2.41,-2.98,-2.58,-2.41,-2.57
213,-24.04,-4.88,-3.14,-2.42,-2.98,-2.58,-2.42,-2.57
214,-24.17,-4.89,-3.15,-2.42,-2.97,-2.58,-2.41,-2.57
215,-23.99,-4.90,-3.16,-2.42,-2.98,-2.58,-2.42,-2.58
216,-24.22,-4.92,-3.17,-2.42,-2.98,-2.58,-2.42,-2.58
217,-23.83,-4.93,-3.19,-2.42,-2.98,-2.58,-2.42,-2.58
218,-24.03,-4.94,-3.20,-2.43,-2.98,-2.58,-2.42,-2.57
219,-23.86,-4.95,-3.21,-2.42,-2.97,-2.58,-2.42,-2.57
220,-24.00,-4.95,-3.23,-2.43,-2.98,-2.58,-2.42,-2.58
221,-23.55,-4.91,-3.24,-2.43,-2.97,-2.58,-2.42,-2.58
222,-23.66,-4.92,-3.26,-2.43,-2.97,-2.58,-2.42,-2.58
223,-23.67,-4.94,-3.28,-2.43,-2.98,-2.59,-2.43,-2.59
224,-23.92,-4.97,-3.30,-2.43,-2.98,-2.59,-2.43,-2.58
225,-23.66,-5.01,-3.31,-2.43,-2.98,-2.59,-2.43,-2.59
226,-23.95,-5.03,-3.32,-2.43,-2.98,-2.59,-2.43,-2.59
227,-23.86,-5.06,-3.34,-2.43,-2.98,-2.60,-2.43,-2.59
228,-23.53,-5.00,-3.35,-2.44,-2.98,-2.60,-2.44,-2.59
229,-23.44,-5.02,-3.37,-2.44,-2.98,-2.60,-2.44,-2.60
230,-23.29,-5.05,-3.38,-2.44,-2.98,-2.60,-2.44,-2.60
231,-23.55,-5.07,-3.40,-2.44,-2.98,-2.60,-2.44,-2.60
232,-23.17,-5.09,-3.42,-2.45,-2.98,-2.61,-2.45,-2.60
233,-23.13,-5.11,-3.43,-2.45,-2.98,-2.61,-2.45,-2.60
234,-23.56,-5.12,-3.44,-2.44,-2.98,-2.60,-2.44,-2.60
235,-23.09,-5.13,-3.45,-2.44,-2.98,-2.60,-2.44,-2.60
236,-23.03,-5.15,-3.47,-2.44,-2.98,-2.61,-2.45,-2.60
237,-23.00,-5.17,-3.48,-2.44,-2.99,-2.61,-2.45,-2.61
238,-22.84,-5.18,-3.49,-2.44,-2.99,-2.62,-2.46,-2.61
239,-23.10,-5.19,-3.49,-2.43,-2.98,-2.61,-2.46,-2.61
240,-22.99,-5.20,-3.50,-2.43,-2.98,-2.61,-2.45,-2.61
241,-23.07,-5.22,-3.50,-2.43,-2.98,-2.61,-2.46,-2.61
242,-22.99,-5.23,-3.51,-2.43,-2.98,-2.61,-2.45,-2.61
243,-22.90,-5.24,-3.52,-2.43,-2.98,-2.61,-2.46,-2.62
244,-22.88,-5.25,-3.52,-2.43,-2.98,-2.61,-2.46,-2.61
245,-22.78,-5.27,-3.53,-2.44,-2.98,-2.61,-2.46,-2.62
246,-22.92,-5.29,-3.55,-2.44,-2.99,-2.62,-2.46,-2.62
247,-22.86,-5.30,-3.55,-2.43,-2.98,-2.61,-2.46,-2.62
248,-22.60,-5.31,-3.57,-2.44,-2.99,-2.62,-2.46,-2.62
249,-22.70,-5.32,-3.58,-2.44,-2.99,-2.62,-2.46,-2.62
250,-23.01,-5.33,-3.60,-2.44,-2.99,-2.62,-2.46,-2.63
251,-22.78,-5.34,-3.61,-2.45,-2.99,-2.62,-2.47,-2.63
252,-22.88,-5.35,-3.62,-2.45,-2.98,-2.62,-2.46,-2.62
253,-22.61,-5.36,-3.64,-2.45,-2.99,-2.63,-2.47,-2.63
254,-22.84,-5.37,-3.65,-2.46,-2.99,-2.63,-2.48,-2.64
255,-22.87,-5.38,-3.66,-2.46,-2.99,-2.63,-2.47,-2.64
256,-23.03,-5.39,-3.68,-2.46,-2.99,-2.63,-2.48,-2.64
257,-22.52,-5.40,-3.69,-2.46,-2.99,-2.63,-2.48,-2.64
258,-22.43,-5.41,-3.69,-2.46,-2.99,-2.63,-2.47,-2.63
259,-22.92,-5.42,-3.71,-2.46,-2.99,-2.63,-2.48,-2.64
260,-22.67,-5.42,-3.72,-2.46,-2.99,-2.63,-2.48,-2.64
261,-22.72,-5.43,-3.73,-2.47,-2.99,-2.63,-2.48,-2.64
262,-22.69,-5.45,-3.75,-2.47,-3.00,-2.64,-2.48,-2.64
263,-22.73,-5.46,-3.77,-2.48,-3.00,-2.64,-2.48,-2.64
264,-22.67,-5.47,-3.78,-2.49,-3.00,-2.64,-2.48,-2.65
265,-22.54,-5.49,-3.80,-2.49,-3.00,-2.65,-2.49,-2.65
266,-22.72,-5.49,-3.81,-2.50,-3.00,-2.65,-2.49,-2.65
267,-22.68,-5.49,-3.81,-2.49,-3.00,-2.65,-2.49,-2.64
268,-22.84,-5.51,-3.83,-2.50,-3.01,-2.65,-2.49,-2.65
269,-22.80,-5.51,-3.83,-2.50,-3.00,-2.65,-2.49,-2.64
270,-23.03,-5.53,-3.85,-2.50,-3.00,-2.65,-2.49,-2.65
271,-23.25,-5.54,-3.86,-2.50,-3.00,-2.65,-2.49,-2.65
272,-22.89,-5.55,-3.87,-2.50,-3.00,-2.66,-2.50,-2.65
273,-22.83,-5.55,-3.89,-2.51,-3.00,-2.66,-2.50,-2.66
274,-22.62,-5.56,-3.90,-2.53,-3.00,-2.66,-2.50,-2.66
275,-22.69,-5.56,-3.91,-2.53,-3.00,-2.66,-2.50,-2.66
276,-22.83,-5.56,-3.92,-2.54,-3.00,-2.66,-2.50,-2.66
277,-23.24,-5.57,-3.92,-2.56,-3.00,-2.66,-2.50,-2.66
278,-23.18,-5.58,-3.93,-2.56,-2.99,-2.65,-2.49,-2.65
279,-22.66,-5.59,-3.94,-2.57,-2.99,-2.66,-2.49,-2.66
280,-22.81,-5.60,-3.96,-2.58,-3.00,-2.66,-2.50,-2.66
281,-22.81,-5.60,-3.97,-2.58,-3.00,-2.66,-2.51,-2.67
282,-23.00,-5.60,-3.97,-2.57,-3.00,-2.66,-2.50,-2.66
283,-22.54,-5.60,-3.98,-2.56,-2.99,-2.66,-2.50,-2.66
284,-22.71,-5.60,-3.99,-2.56,-2.98,-2.66,-2.50,-2.66
285,-22.53,-5.60,-3.99,-2.56,-2.99,-2.66,-2.50,-2.66
286,-22.80,-5.60,-4.01,-2.56,-2.99,-2.67,-2.51,-2.67
287,-22.91,-5.60,-4.01,-2.56,-2.98,-2.66,-2.51,-2.67
288,-23.07,-5.61,-4.02,-2.56,-2.98,-2.67,-2.51,-2.67
289,-23.15,-5.61,-4.03,-2.56,-2.98,-2.67,-2.52,-2.68
290,-22.79,-5.62,-4.04,-2.56,-2.97,-2.67,-2.52,-2.67
291,-22.65,-5.63,-4.05,-2.58,-2.97,-2.68,-2.52,-2.68
292,-22.68,-5.64,-4.06,-2.58,-2.96,-2.68,-2.52,-2.68
293,-22.75,-5.64,-4.06,-2.59,-2.95,-2.68,-2.52,-2.68
294,-22.83,-5.65,-4.07,-2.60,-2.91,-2.67,-2.52,-2.68
295,-22.85,-5.66,-4.08,-2.61,-2.90,-2.68,-2.52,-2.68
296,-22.97,-5.66,-4.09,-2.62,-2.89,-2.67,-2.52,-2.68
297,-22.62,-5.67,-4.09,-2.64,-2.88,-2.67,-2.52,-2.68
298,-22.83,-5.67,-4.10,-2.65,-2.88,-2.67,-2.52,-2.68
299,-22.98,-5.69,-4.12,-2.67,-2.89,-2.68,-2.53,-2.69
300,-22.87,-5.70,-4.13,-2.68,-2.90,-2.69,-2.54,-2.69
301,-22.90,-5.71,-4.14,-2.69,-2.90,-2.69,-2.54,-2.70
302,-22.97,-5.72,-4.16,-2.70,-2.91,-2.69,-2.54,-2.70
303,-22.98,-5.74,-4.17,-2.71,-2.91,-2.69,-2.54,-2.70
304,-22.78,-5.75,-4.18,-2.72,-2.91,-2.69,-2.54,-2.71
305,-22.88,-5.75,-4.19,-2.73,-2.91,-2.70,-2.55,-2.71
306,-22.84,-5.76,-4.20,-2.74,-2.91,-2.70,-2.55,-2.71
307,-22.93,-5.77,-4.21,-2.74,-2.91,-2.70,-2.55,-2.71
308,-22.89,-5.77,-4.22,-2.74,-2.91,-2.69,-2.55,-2.71
309,-22.84,-5.78,-4.23,-2.75,-2.91,-2.69,-2.55,-2.71
310,-23.06,-5.79,-4.24,-2.77,-2.91,-2.69,-2.55,-2.71
311,-22.81,-5.79,-4.25,-2.78,-2.91,-2.69,-2.55,-2.71
312,-22.94,-5.80,-4.27,-2.79,-2.92,-2.70,-2.55,-2.72
313,-23.24,-5.79,-4.28,-2.80,-2.91,-2.69,-2.54,-2.71
314,-22.95,-5.79,-4.29,-2.81,-2.91,-2.70,-2.55,-2.71
315,-23.14,-5.79,-4.29,-2.82,-2.92,-2.70,-2.55,-2.71
316,-22.87,-5.80,-4.30,-2.84,-2.92,-2.70,-2.55,-2.72
317,-22.89,-5.80,-4.31,-2.86,-2.92,-2.70,-2.55,-2.72
318,-23.21,-5.81,-4.32,-2.88,-2.92,-2.71,-2.56,-2.72
319,-23.57,-5.82,-4.33,-2.89,-2.93,-2.71,-2.57,-2.73
320,-23.06,-5.83,-4.34,-2.90,-2.93,-2.71,-2.57,-2.73
321,-23.00,-5.84,-4.35,-2.90,-2.94,-2.72,-2.57,-2.73
322,-23.33,-5.84,-4.35,-2.90,-2.93,-2.71,-2.57,-2.73
323,-23.02,-5.85,-4.37,-2.91,-2.94,-2.72,-2.57,-2.73
324,-23.21,-5.85,-4.38,-2.92,-2.93,-2.72,-2.57,-2.73
325,-23.09,-5.87,-4.39,-2.93,-2.94,-2.73,-2.58,-2.74
326,-23.01,-5.87,-4.40,-2.93,-2.94,-2.73,-2.58,-2.74
327,-23.35,-5.87,-4.40,-2.93,-2.94,-2.72,-2.58,-2.74
328,-22.93,-5.87,-4.40,-2.93,-2.93,-2.72,-2.57,-2.73
329,-23.09,-5.89,-4.42,-2.94,-2.93,-2.72,-2.57,-2.73
330,-23.02,-5.90,-4.43,-2.96,-2.94,-2.72,-2.57,-2.73
331,-23.24,-5.91,-4.44,-2.96,-2.94,-2.72,-2.57,-2.73
332,-22.96,-5.91,-4.45,-2.97,-2.94,-2.72,-2.58,-2.73
333,-22.87,-5.92,-4.46,-2.97,-2.95,-2.73,-2.58,-2.73
334,-23.16,-5.92,-4.47,-2.98,-2.95,-2.73,-2.57,-2.72
335,-23.12,-5.93,-4.48,-2.98,-2.95,-2.73,-2.58,-2.73
336,-23.13,-5.95,-4.50,-2.99,-2.96,-2.74,-2.59,-2.74
337,-23.11,-5.95,-4.50,-2.99,-2.96,-2.73,-2.58,-2.74
